NOM	CARRER	NÚM.	DISTRICTE	BARRI	CODI POSTAL	LOCALITAT	REGIÓ	PAÍS	LATITUD	LONGITUD	TELÈFON 1	TELÈFON 2	EMAIL
Restaurant Favorit	C Villarroel	68	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38374506388889	2.1588785555555554	+34 934518792	---	---
Hotel Casa Camper	C Elisabets	9	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.383353225	2.1686663888888886	+34 933040513	---	dospalillos@dospalillos.com
Restaurants Cinc Plats	C París	209	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39450811111111	2.1542119166666667	+34 932184171	---	---
Restaurant Santa	Av Meridiana	2	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.392028905555556	2.1871649166666667	+34 933097078	---	---
Celler Monvínic	C Diputació	249	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38895226111111	2.1649496666666668	+34 932726187	---	info@monvinic.com
Restaurant Quick	Pl Urquinaona	11	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08010	BARCELONA	BARCELONA	ESPANYA	41.38858696388889	2.17312775	---	---	---
Bar Bcn Café	C Consell de Cent	381	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.39389206111111	2.169242222222222	+34 934673436	---	---
Restaurant L'Oliva	C Indústria	207	Sant Martí	el Camp de l'Arpa del Clot	08041	BARCELONA	BARCELONA	ESPANYA	41.41163241666666	2.1769761666666665	+34 934464218	---	---
Bar Restaurant Sant Andreu Jabugo	Pl Palmeres	5*LB	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.432406244444444	2.1859260277777777	+34 653574511	+34 933468661	info@santandreu-jabugo.com
Bar Gerbard	C Ivorra	24	Sarrià-Sant Gervasi	Sarrià	08034	BARCELONA	BARCELONA	ESPANYA	41.39726148055556	2.1224159444444446	---	---	---
Bar Gerbard	C Ivorra	24	Sarrià-Sant Gervasi	Sarrià	08034	BARCELONA	BARCELONA	ESPANYA	41.39726148055556	2.1224159444444446	+34 932034988	---	hola@gerbard.com
Hotel Catalonia Portal de l'Àngel	Av Portal de l'Àngel	17	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38557336388889	2.1729397777777777	+34 933185939	---	albinoni@hoteles-catalonia.es
Restaurant Pizza Leggera	C Tuset	15	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39604255277778	2.151617861111111	+34 934147272	---	tusetbcn@pizzaleggera.com
Restaurant Quebec	C Dagueria	12	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38316188888889	2.1781476944444442	+34 933019315	---	---
Bar Cafeteria Alsur	C Sant Pere Més Alt	4	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38711453333333	2.1753415555555553	+34 933101286	---	info@alsurcafe.com
Restaurant Bacco Barcelona	C la Rambla	133	Ciutat Vella	el Raval	08002	BARCELONA	BARCELONA	ESPANYA	41.38521983333333	2.1698999166666666	+34 933010577	+34 933177437	bacco@restaurantbacco.com
Xiringuito Mochima Bar *Mar Bella	Ptja Mar Bella	100*LP	Sant Martí	Poble Nou	08005	BARCELONA	BARCELONA	ESPANYA	41.39882561388889	2.2123792222222223	+34 679888836	---	info@mochimabar.com
Restaurant Lagar	C Llenguadoc	6	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43125226666666	2.189061361111111	+34 933468270	---	---
Bar Cocteleria Mama Shake	C Fonollar	8	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38682528611111	2.1797334166666666	+34 664096932	---	---
Hotel ME Barcelona	C Pere IV	272*286	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.406097152777775	2.200836388888889	+34 933672070	---	me.barcelona@solmelia.com
Bar Bharma	C Pere IV	93	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.39867700833333	2.194193361111111	---	---	---
Restaurant Japonès Koy Shunka	C Copons	7	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38574852222222	2.1753863055555556	+34 934127939	---	---
Restaurant Routa	C Enric Granados	10	Eixample	l'Antiga Esquerra de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38859033055555	2.1614988888888886	+34 934511997	---	info@restaurant-routa.com
Restaurant La Braseria de la Vila	C Verdi	19	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40358296666667	2.1570751666666665	+34 932183618	---	braserialavila@braserialavila.com
Restaurant Fresc Co *Llull	C Llull	319	Sant Martí	Poble Nou	08019	BARCELONA	BARCELONA	ESPANYA	41.40688275	2.2087184722222224	+34 933016837	---	frescco@frescco.com
Botiga de Menjars Cuinària *Encarnació	C Encarnació	124*130	Gràcia	el Camp d'en Grassot i Gràcia Nova	08024	BARCELONA	BARCELONA	ESPANYA	41.408408905555554	2.1633981944444445	+34 932130384	+34 938914152	bot.bcn1@calblay.com
Botiga de Menjars Cuinària *València	C València	206	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38877022222222	2.15828525	+34 934518410	+34 938914152	bot.bec2@calblay.com
Restaurant Café Lateral	C València	206	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38877022222222	2.15828525	+34 934531024	+34 932183000	---
Restaurant Piscolabis	Rbla Catalunya	27	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38905716666667	2.1659398333333333	+34 933069669	---	---
Restaurant Terra d'escudella	C Premià	20	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.376270166666664	2.139081	+34 934221613	Sí	---
Restaurant Patxoca	C Mercaders	28	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38551796111111	2.177670833333333	+34 933192029	---	---
Restaurant Taller de Tapas *Rambla Catalunya	Rbla Catalunya	49*51	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.39046907777778	2.1640030555555554	+34 934874842	---	---
Restaurant Taller de Tapas *Comtal	C Comtal	28	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38663270833333	2.173839194444444	+34 934816233	---	---
Restaurant Itztli *Sant Miquel	C Sant Miquel	60	Ciutat Vella	la Barceloneta	08003	BARCELONA	BARCELONA	ESPANYA	41.378631125	2.1887043611111108	+34 932256363	---	info@itztli.es
Restaurant En Ville	C Doctor Dou	14	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38292651388889	2.1685708888888886	+34 933028467	---	---
Restaurant Petit Comité	Ptge Concepció	13	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.394411866666665	2.1599833055555555	+34 935500620	---	---
Restaurant La Xina	C Pintor Fortuny	3	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.383485569444446	2.170807583333333	+34 933429628	---	---
Restaurant - Pizzeria Il Corsaro Nero *Llacuna	C Llacuna	142*144	Sant Martí	Provençals del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.405462944444444	2.1936575555555553	+34 933007849	---	info@ilcorsaronero.com
Restaurant Atenes	C Atenes	42	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.403982675	2.140457638888889	+34 934173143	---	---
Restaurant Peixample	Av Diagonal	383	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39649185555555	2.16076925	+34 932373412	---	---
Restaurant - Pizzeria Il Corsaro Nero *Vila Olímpica	Av Icària	132	Sant Martí	la Vila Olímpica del Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.38918952777778	2.1955764999999996	+34 932218997	---	info@ilcorsaronero.com
Restaurant Sheng	G.V. Corts Catalanes	541	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38337095	2.1597845833333333	+34 933233130	---	---
Restaurant Sheng	G.V. Corts Catalanes	541	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38337095	2.1597845833333333	+34 933233130	---	---
Restaurant Primario	Pl Doctor Letamendi	27	Eixample	l'Antiga Esquerra de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.389527477777776	2.1607808055555555	+34 934516115	---	restaurante@primario.com.es
Restaurant  Club Fishop	Pg Gràcia	53*55	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.39243433611111	2.1640118333333334	+34 934877208	---	grupofishop@grupofishop.com
Restaurant La Burg	Pg Sant Joan Bosco	55	Sarrià-Sant Gervasi	Sarrià	08017	BARCELONA	BARCELONA	ESPANYA	41.39504048888889	2.1265679166666667	+34 932056348	---	---
Restaurant Xorús	Rbla Poblenou	105	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.402885613888884	2.198674083333333	+34 934855327	---	info@xorus.es
Restaurant Ugarit Verdi	C Verdi	11	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.403271275	2.157411388888889	+34 932178622	---	---
Restaurant Umei Te	C Concepción Arenal	4	Sant Andreu	Navas	08027	BARCELONA	BARCELONA	ESPANYA	41.41793899166667	2.183773611111111	+34 933518105	---	---
Empresa Danone	Av Diagonal	477	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39278521111111	2.1456779722222223	+34 934109091	+34 934109092	---
Restaurant Els Peixaters de la Mediterrània	Pg Garcia Fària	33	Sant Martí	Poble Nou	08005	BARCELONA	BARCELONA	ESPANYA	41.401499725	2.2107313055555555	+34 932663884	---	---
Restaurant Origen 99'9 % *Rosselló	C Rosselló	154	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.391205388888885	2.1547390277777776	+34 933234547	---	rosellon@origen99.com
Bar Sifó Xico	C Roser	82	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.371576966666666	2.16544925	+34 663 762 035	---	sifo@sifo.es
Restaurant Vitali Pizza *París	C París	109	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.389517925	2.147589583333333	+34 934444737	---	laurent@vitalipizza.com
Restaurant Domino's Pizza *Pallars	C Pallars	345	Sant Martí	Poble Nou	08019	BARCELONA	BARCELONA	ESPANYA	41.406956441666665	2.2052839444444445	+34 933081212	---	---
Restaurant Cuina Blava	C Mallorca	110	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.38590179444444	2.152223916666667	+34 933528471	---	http://www.restaurantblau.cat
Restaurant La Tagliatella *Travessera de Gràcia	Trav Gràcia	87	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39757448611111	2.1516288055555552	+34 933684153	---	---
Restaurant Wok to Walk *Carrer Sant Pau	C Sant Pau	27	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.379196505555555	2.172242333333333	+34 933042363	---	---
Restaurant Wok to Walk *Carrer Jaume I	C Jaume I	7	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.383218633333335	2.177726	+34 933042363	---	---
Restaurant Wok to Walk *Escudellers	C Escudellers	47	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38009091111111	2.176823111111111	+34 933042363	---	---
Restaurant japonès Kokoro	C Regàs	35	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.399605622222225	2.1505229999999997	+34 935019340	---	---
Restaurant Udon *Tallers	C Tallers	69	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.384871775	2.1670904444444443	+34 933014569	---	---
Restaurant Udon *Consell de Cent	C Consell de Cent	323	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.389616563888886	2.1635532222222222	+34 934875169	---	---
Bar Tasca el Tropezón	C Regomir	26	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38106176388889	2.1800420555555555	+34 933101864	---	---
Restaurant La Tagliatella *Pere IV	C Pere IV	201	Sant Martí	el Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40492367222222	2.1992996666666667	+34 932663601	---	---
Restaurant La Oca Llacuna *Llacuna	C Llacuna	162*164	Sant Martí	Provençals del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.406266269444444	2.1923095	+34 934019804	---	---
Restaurant L'Aldilà	C Llacuna	106*108	Sant Martí	el Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40352978888889	2.1959206944444443	+34 934856461	---	---
Restaurant Ágappe	C Riera de Sant Miquel	19	Gràcia	la Vila de Gràcia	08006	BARCELONA	BARCELONA	ESPANYA	41.39752776666666	2.1569716666666667	+34 932378601	---	---
Bar Restaurant La Uni	C Llacuna	128	Sant Martí	el Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.404605925	2.1945019166666664	+34 933093443	---	---
Restaurant Parrillada La Ternerita  *Eixample	C Consell de Cent	281	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38787181944444	2.1612402777777775	+34 934512104	---	terneritabcn@telefonica.net
Restaurant Japonès Wok Yutaka	C Rosselló	307	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.39922696666667	2.164932361111111	---	---	---
Restaurant Japonès Wok Yutaka	C Rosselló	307	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.39922696666667	2.164932361111111	---	---	---
Restaurant Japonès Wok Yutaka	C Rosselló	307	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.39922696666667	2.164932361111111	+34 934580494	---	---
Restaurant Oriental Indochine Ly Leap	C Muntaner	82	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38789069722222	2.1579185277777775	+34 934511796	---	llkbcn@telefonica.net
Restaurant Japonès Kibuka	C Verdi	64	Gràcia	---	08012	BARCELONA	BARCELONA	ESPANYA	41.404887877777774	2.155809111111111	+34 934159217	---	---
Restaurant Cocteleria Valuart	C Tuset	3	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39550146944445	2.152378277777778	+34 931183182	---	daniel.r@valuart.es
Bar Restaurant el Pagès	C Llibertat	19	Gràcia	---	08012	BARCELONA	BARCELONA	ESPANYA	41.399827594444446	2.1613244166666665	+34 934573545	---	---
Hotel Mandarin Oriental	Pg Gràcia	38*40	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.391175177777775	2.1666428333333334	+34 931518781	---	mobcn-moments@mohg.com
Hotel Mandarin Oriental	Pg Gràcia	38*40	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.391175177777775	2.1666428333333334	+34 931518888	+34 931518889	mobcn-info@mohg.com
Hotel Mandarin Oriental	Pg Gràcia	38*40	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.391175177777775	2.1666428333333334	+34 931518888	+34 931518889	mobcn-info@mohg.com
Bar Restaurant Fragments Cafè	Pl Concòrdia	12	Les Corts	Les Corts	08014	BARCELONA	BARCELONA	ESPANYA	41.38661492777778	2.1324987777777777	+34 934199613	---	info@fragmentscafe.com
Restaurant Dans Le Noir?	Pg Picasso	10	Ciutat Vella	Parc	08003	BARCELONA	BARCELONA	ESPANYA	41.38788251388889	2.1823967222222223	+34 932687017	+34 933107426	bienvenidos@danslenoir.com
Restaurant Mon	C Provença	93	Eixample	la Nova Esquerra de l'eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.38613038611111	2.149874138888889	+34 934106454	+34 637533133	---
Restaurant La Botiga *Rambla Catalunya	Rbla Catalunya	27	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38905711388889	2.1659399166666664	+34 933069668	---	---
Restaurant Els Barrils	C Aribau	89	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.38966318611111	2.1574616944444442	+34 934531091	---	---
Xarcuteria Molina	Pl Molina	1	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.40125289444444	2.1467158888888886	+34 932005769	---	info@xarcuteriamolina.com
Restaurant Oven	G.V. Corts Catalanes	674	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.392003913888885	2.1721500833333334	+34 645626425	---	---
Bar Frankfurt's Diagonal	Av Diagonal	184*186	Sant Martí	Provençals del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.405294016666666	2.1939120277777775	+34 934869255	---	---
Restaurant Culleres	C Bolívia	138	Sant Martí	Provençals del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40645235277778	2.195968388888889	+34 935133984	---	cullerespoblenou@gmail.com
Restaurant Don Jabugo	C Balmes	165	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39476748888889	2.1552583055555554	+34 932184625	+34 659903181	---
Restaurant Big J's Burger *Raval	C Carme	74	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38089747777778	2.167838833333333	+34 934438067	---	contacto@bigjburger.com
Derby Hotels - Granados 83	C Enric Granados	83	Eixample	l'Antiga Esquerra de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.391853366666666	2.1568272777777775	+34 93 492 9670	---	---
Restaurant Dos Torres	Via Augusta	300	Sarrià-Sant Gervasi	les Tres Torres	08017	BARCELONA	BARCELONA	ESPANYA	41.39792497777778	2.1286865555555554	+34 932066480	---	info@restaurantedestorres.com
Smudy Juice Bar *Diagonal Mar	Av Diagonal	3	Sant Martí	Diagonal Mar-Front Marítim del Poblenou	08019	BARCELONA	BARCELONA	ESPANYA	41.41042664722222	2.216405416666667	+34 933563191	---	---
Smudy Juice Bar *Rambla Catalunya	Rbla Catalunya	124	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.395195908333335	2.158064472222222	+34 934157912	---	---
Restaurant El Pescadito de Balmes	C Balmes	440	Sarrià-Sant Gervasi	el Putxet i el Farró	08022	BARCELONA	BARCELONA	ESPANYA	41.408025224999996	2.1381634722222222	+34 934171659	---	---
Escola Fundació de Restauració i Hostalatge	Pg Taulat	243	Sant Martí	Diagonal Mar-Front Marítim del Poblenou	08019	BARCELONA	BARCELONA	ESPANYA	41.404285119444445	2.2114616944444445	+34 934532904	---	---
Restaurant Els Tres Porquets	Rbla Poblenou	165	Sant Martí	Provençals del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40708683611111	2.1930907499999996	+34 933008750	---	---
Restaurant Pappa Sven	C Villarroel	22	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.38156428888889	2.161773111111111	+34 932928239	+34 662018591	info@pappasven.es
Restaurant Los Chiles	C Pujades	172	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.40087408888889	2.1998209999999996	+34 934856800	---	restauranteloschiles@yahoo.es
Restaurant la Gran Mariscada	Av Diagonal	203	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40393905833333	2.190444611111111	+34 934853587	---	---
Restaurant L'Antica Napoli	C Concòrdia	53	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.371983947222226	2.1586455555555553	+34 933293449	---	---
Restaurant El Desván Azul	C Malats	8	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43614253055555	2.190595111111111	+34 933120288	---	---
Hotel Novotel Barcelona City	Av Diagonal	199	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.40408263333333	2.1910874444444444	+34 933262496	+34 933208779	h5560@accor.com
Cerveceria L'Abadia de la Rambla	Rbla Poblenou	16*20	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.398436475	2.2049055	+34 653992058	---	---
Restaurant MariscCo	C Còrsega	272	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39434666111111	2.1566386944444442	+34 932922816	---	---
Bar Restaurant Ca La Lola	C Amistat	21	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.40034930277778	2.205828777777778	+34 932217876	---	---
Restaurant & Lounge Club Solo	Ptge Concepció	7	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.394597641666664	2.1602344166666665	+34 932723880	---	info@clubsolo.es
Restaurant Wok Chao	C Pujades	350	Sant Martí	Diagonal Mar-Front Marítim del Poblenou	08019	BARCELONA	BARCELONA	ESPANYA	41.40773942222222	2.209053416666667	+34 932661714	---	---
Restaurant Cerveseria Xop d'Or	Av Paral.lel	204	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.375250352777776	2.151100722222222	+34 933253646	---	cerveceriaxopdor@yahoo.es
Teatre Arteria Paral·lel	Av Paral.lel	62	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37515500833334	2.1695826666666664	---	---	info@arteria.com
Teatre Arteria Paral·lel	Av Paral.lel	62	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37515500833334	2.1695826666666664	---	---	info@arteria.com
Restaurant la Huerta de Bajo Lugar	C Cerignola	11	Sarrià-Sant Gervasi	Sant Gervasi - la Bonanova	08022	BARCELONA	BARCELONA	ESPANYA	41.40219138888889	2.1341240555555556	+34 934184515	---	info@huertadebajolugar.com
Restaurant Wok Port Olímpic	Moll Gregal	20*21	Sant Martí	la Vila Olímpica del Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.387938258333335	2.201005888888889	+34 932252913	---	---
Restaurant Wok Port Olímpic	Moll Gregal	20*21	Sant Martí	la Vila Olímpica del Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.387938258333335	2.201005888888889	+34 932252913	---	---
Restaurant Rellirós	C Llenguadoc	63	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43061913611111	2.1865823055555555	+34 933144775	---	---
Restaurant la Bodegueta de Provença	C Provença	233	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.393338605555556	2.1594588333333333	+34 932151725	---	---
Restaurant Isabella's	C Ganduxer	50	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.395982305555556	2.1368709722222223	+34 934145769	---	---
GBB Hotel  Front Marítim	Pg Garcia Fària	69	Sant Martí	Poble Nou	08019	BARCELONA	BARCELONA	ESPANYA	41.40407800833333	2.2140264444444444	+34 933034440	+34 933034441	frontmaritim@besthoteles.es
GBB Hotel 4 Barcelona	C Doctor Trueta	164*LX	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.39620694722222	2.2005099722222226	+34 933290954	---	hotel4barcelona@besthotels.es
GBB Hotel  Aranea	C Consell de Cent	444	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.398509069444444	2.175764611111111	+34 932477474	+34 932477470	info@hotel-aranea.com
Bar Retaurant La Dehesa de las Encinas	C Loreto	30	Les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.390134680555555	2.1422731666666666	+34 934101808	---	---
Bar Cerveseria Lalola	C Escorial	15	Gràcia	la Vila de Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	41.406388622222224	2.162016611111111	+34 932199325	---	---
Restaurant Topik	C València	199	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38973581388889	2.1591994166666666	+34 934510923	---	---
Restaurant Carmen	C Valladolid	44	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.37812035277778	2.1372916388888887	+34 933303688	---	---
Bar Granja Maldà *Galeries Maldà	C Portaferrissa	22	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.383570919444445	2.1731495	+34 933023187	---	---
Bar Cañete	C Unió	17	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37916282222222	2.1730941388888887	+34 930029425	---	oidobarra@antiguobarorgia.com
Restaurant Tribeca	C Consell de Cent	303	Eixample	l'Antiga Esquerra de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.388824505555554	2.16250475	+34 934511547	+34 934515075	info@tribecabcn.com
Restaurant la Vietnamita	C Torrent de l'Olla	78	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40076822222222	2.1590707499999997	+34 935181803	---	---
Restaurant el Ramblero	C Pont del Treball Digne	13	Sant Martí	Sant Martí de Provençals	08020	BARCELONA	BARCELONA	ESPANYA	41.42188271944444	2.196977472222222	+34 933138608	---	---
Taverna Sport Sonora	C Pamplona	96	Sant Martí	el Parc i la Llacuna del Poblenou	08018	BARCELONA	BARCELONA	ESPANYA	41.397855883333335	2.189964388888889	+34 933 003 369	---	---
Restaurant al Punt	C Girona	51	Eixample	la Dreta de l'Eixample	08009	BARCELONA	BARCELONA	ESPANYA	41.39360793611111	2.172542583333333	+34 934124334	---	reservas@restaurantalpunt.com
Restaurant Casa Paloma	C Casanova	209	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.393957175	2.14725625	+34 932008296	---	---
Restaurant Dolce & Vita	C Marià Cubí	96	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.39681751388889	2.1471061666666666	+34 932090057	---	---
Fahrenheit	C Aribau	131	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39181663888889	2.1546149722222223	+34 935313435	---	---
Tasca  Wakasa	C Nàpols	347	Gràcia	el Camp d'en Grassot i Gràcia Nova	08025	BARCELONA	BARCELONA	ESPANYA	41.40550369444444	2.1658479444444443	+34 932076395	---	tascawakasa@yahoo.es
Botiga-Restaurant Cornelia and Co	C València	225	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.391148083333334	2.161081333333333	+34 932723956	---	info@corneliaandco.com
Restaurant Il Signore	Av Meridiana	229	Sant Andreu	Navas	08027	BARCELONA	BARCELONA	ESPANYA	41.41672421944444	2.186602388888889	+34 933492922	+34 933526055	info@ilsignore.es
